Player Number,Player Info,Mills PWA,Win Points,Loss Points,Net Points,Situations,=,Average Points,Player Info 2
496,"Shields,James,R,R,TBA,P",0.287,159,395,-236,8,=,-29,"Shields,James,R,R,TBA,P"
497,"Miller,Wade,R,R,CHN,P",0.105,31,268,-237,7,=,-34,"Miller,Wade,R,R,CHN,P"
498,"Aybar,Erick,B,R,ANA,SS",0.435,797,1035,-238,41,=,-6,"Aybar,Erick,B,R,ANA,SS"
499,"Correia,Kevin,R,R,SFN,P",0.002,0,240,-239,12,=,-20,"Correia,Kevin,R,R,SFN,P"
500,"Sweeney,Ryan,L,L,CHA,OF",0.415,582,822,-240,37,=,-6,"Sweeney,Ryan,L,L,CHA,OF"
502,"Mohr,Dustan,R,R,BOS,OF",0.454,1199,1442,-243,44,=,-6,"Mohr,Dustan,R,R,BOS,OF"
503,"Figueroa,Luis,B,R,TOR,S",0.334,248,495,-247,10,=,-25,"Figueroa,Luis,B,R,TOR,S"
504,"Burroughs,Sean,L,R,TBA,",0.419,642,892,-250,25,=,-10,"Burroughs,Sean,L,R,TBA,"
505,"Simon,Randall,L,L,PHI,1",0.417,626,877,-250,23,=,-11,"Simon,Randall,L,L,PHI,1"
506,"McLeary,Marty,R,R,PIT,P",0.000,0,252,-252,5,=,-50,"McLeary,Marty,R,R,PIT,P"
507,"Mulder,Mark,L,L,SLN,P",0.436,871,1125,-255,36,=,-7,"Mulder,Mark,L,L,SLN,P"
508,"Gall,John,R,R,SLN,P",0.364,343,599,-256,13,=,-20,"Gall,John,R,R,SLN,P"
509,"Maier,Mitch,L,R,KCA,OF",0.353,307,564,-257,15,=,-17,"Maier,Mitch,L,R,KCA,OF"
510,"Drew,Stephen,L,R,ARI,SS",0.492,8134,8391,-257,229,=,-1,"Drew,Stephen,L,R,ARI,SS"
512,"Marrero,Eli,R,R,COL,OF",0.479,2979,3243,-264,118,=,-2,"Marrero,Eli,R,R,COL,OF"
513,"Johnson,Randy,R,L,NYA,P",0.141,52,321,-268,6,=,-45,"Johnson,Randy,R,L,NYA,P"
514,"Rouse,Mike,L,R,OAK,SS",0.420,714,986,-272,27,=,-10,"Rouse,Mike,L,R,OAK,SS"
515,"Gomez,Alexis,L,L,DET,OF",0.479,3078,3352,-274,116,=,-2,"Gomez,Alexis,L,L,DET,OF"
516,"Pelfrey,Mike,R,R,NYN,P",0.000,0,277,-277,9,=,-31,"Pelfrey,Mike,R,R,NYN,P"
517,"Escobar,Kelvim,R,R,ANA,",0.000,0,281,-281,4,=,-70,"Escobar,Kelvim,R,R,ANA,"
518,"Hill,Shawn,R,R,WAS,P",0.144,57,340,-283,8,=,-35,"Hill,Shawn,R,R,WAS,P"
519,"Martinez,Victor,B,R,CLE",0.497,21973,22256,-283,660,=,+0,"Martinez,Victor,B,R,CLE"
520,"Millwood,Kevin,R,R,TEX,",0.000,0,285,-285,6,=,-48,"Millwood,Kevin,R,R,TEX,"
522,"Hattig,John,B,R,TOR,3B",0.434,948,1239,-290,29,=,-10,"Hattig,John,B,R,TOR,3B"
523,"Gonzalez,Wiki,R,R,WAS,C",0.398,573,867,-293,38,=,-8,"Gonzalez,Wiki,R,R,WAS,C"
524,"Davis,Rajai,R,R,PIT,OF",0.384,488,783,-294,21,=,-14,"Davis,Rajai,R,R,PIT,OF"
525,"Sampson,Chris,R,R,HOU,P",0.000,0,298,-298,7,=,-43,"Sampson,Chris,R,R,HOU,P"
526,"Kinsler,Ian,R,R,TEX,SS",0.495,15491,15790,-299,494,=,-1,"Kinsler,Ian,R,R,TEX,SS"
527,"Brown,Jeremy,R,R,OAK,C",0.367,411,710,-299,11,=,-27,"Brown,Jeremy,R,R,OAK,C"
528,"Colina,Alvin,R,R,COL,C",0.010,3,306,-302,5,=,-60,"Colina,Alvin,R,R,COL,C"
529,"Villanueva,Carlos,R,R,M,P",0.287,205,509,-303,17,=,-18,"Villanueva,Carlos,R,R,M,P"
530,"Bohn,T.J.,R,R,SEA,OF",0.312,255,563,-308,16,=,-19,"Bohn,T.J.,R,R,SEA,OF"
532,"Miller,Corky,R,R,BOS,C",0.000,0,312,-312,4,=,-78,"Miller,Corky,R,R,BOS,C"
533,"Haren,Daniel,R,R,OAK,P",0.000,0,320,-320,7,=,-46,"Haren,Daniel,R,R,OAK,P"
534,"Difelice,Mike,R,R,NYN,C",0.385,539,863,-324,30,=,-11,"Difelice,Mike,R,R,NYN,C"
535,"Lackey,John,R,R,ANA,P",0.000,0,326,-326,3,=,-109,"Lackey,John,R,R,ANA,P"
536,"Roberts,Ryan,R,R,TOR,2B",0.231,141,470,-329,14,=,-23,"Roberts,Ryan,R,R,TOR,2B"
537,"Snelling,Chris,L,L,SEA,",0.479,3680,4008,-329,123,=,-3,"Snelling,Chris,L,L,SEA,"
538,"Lima,Jose,R,R,NYN,P",0.000,0,334,-334,6,=,-56,"Lima,Jose,R,R,NYN,P"
539,"Bigbie,Larry,L,R,SLN,OF",0.408,750,1089,-339,28,=,-12,"Bigbie,Larry,L,R,SLN,OF"
540,"Burnett,A.J.,R,R,TOR,P",0.000,0,342,-342,3,=,-114,"Burnett,A.J.,R,R,TOR,P"
542,"Miller,Damian,R,R,MIL,C",0.494,13564,13912,-348,379,=,-1,"Miller,Damian,R,R,MIL,C"
543,"Kearns,Austin,R,R,CIN,O",0.496,23720,24076,-356,648,=,-1,"Kearns,Austin,R,R,CIN,O"
544,"Fields,Josh,R,R,CHA,3B",0.332,355,714,-359,26,=,-14,"Fields,Josh,R,R,CHA,3B"
545,"Aybar,Willy,B,R,ATL,3B",0.490,8542,8905,-363,282,=,-1,"Aybar,Willy,B,R,ATL,3B"
546,"Bonderman,Jeremy,R,R,DEP",0.000,0,366,-366,4,=,-92,"Bonderman,Jeremy,R,R,DEP"
547,"Mathieson,Scott,R,R,PHI",0.139,71,437,-366,9,=,-41,"Mathieson,Scott,R,R,PHI"
548,"Logan,Nook,B,R,WAS,OF",0.476,3732,4101,-369,103,=,-4,"Logan,Nook,B,R,WAS,OF"
549,"Anderson,Drew,L,R,MIL,O",0.176,101,473,-372,10,=,-37,"Anderson,Drew,L,R,MIL,O"
550,"Johjima,Kenji,R,R,SEA,C",0.495,19077,19449,-372,554,=,-1,"Johjima,Kenji,R,R,SEA,C"
552,"Treanor,Matt,R,R,FLO,C",0.484,5560,5937,-376,188,=,-2,"Treanor,Matt,R,R,FLO,C"
553,"Nieves,Wil,R,R,NYA,C",0.000,0,379,-379,6,=,-63,"Nieves,Wil,R,R,NYA,C"
554,"Ponson,Sidney,R,R,NYA,P",0.324,354,737,-383,22,=,-17,"Ponson,Sidney,R,R,NYA,P"
555,"Contreras,Jose,R,R,CHA,",0.106,52,442,-390,6,=,-65,"Contreras,Jose,R,R,CHA,"
556,"Rusch,Glendon,L,L,CHN,P",0.248,196,594,-398,18,=,-22,"Rusch,Glendon,L,L,CHN,P"
557,"Halladay,Roy,R,R,TOR,P",0.000,0,402,-402,3,=,-134,"Halladay,Roy,R,R,TOR,P"
558,"Lohse,Kyle,R,R,CIN,P",0.311,331,732,-402,25,=,-16,"Lohse,Kyle,R,R,CIN,P"
559,"Sheffield,Gary,R,R,NYA,",0.484,6047,6454,-407,171,=,-2,"Sheffield,Gary,R,R,NYA,"
560,"Diaz,Matt,R,R,ATL,OF",0.491,11320,11729,-409,340,=,-1,"Diaz,Matt,R,R,ATL,OF"
562,"Thurston,Joseph,L,R,PHIB",0.233,181,596,-415,20,=,-21,"Thurston,Joseph,L,R,PHIB"
563,"Diaz,Victor,R,R,NYN,OF",0.077,38,457,-419,11,=,-38,"Diaz,Victor,R,R,NYN,OF"
564,"Soler,Alay,R,R,NYN,P",0.281,273,698,-426,15,=,-28,"Soler,Alay,R,R,NYN,P"
565,"Gonzalez,Geremi,R,R,MIL",0.126,75,522,-447,11,=,-41,"Gonzalez,Geremi,R,R,MIL"
566,"Gonzalez,Enrique,R,R,ARP",0.404,961,1420,-459,36,=,-13,"Gonzalez,Enrique,R,R,ARP"
567,"Barker,Kevin,L,L,TOR,1B",0.357,581,1045,-464,18,=,-26,"Barker,Kevin,L,L,TOR,1B"
568,"Murphy,Tommy,B,R,ANA,OF",0.442,1753,2218,-464,84,=,-6,"Murphy,Tommy,B,R,ANA,OF"
569,"House,J.R.,R,R,HOU,C",0.000,0,465,-465,9,=,-52,"House,J.R.,R,R,HOU,C"
570,"Wells,Kip,R,R,PIT,P",0.043,23,500,-477,12,=,-40,"Wells,Kip,R,R,PIT,P"
572,"Lieberthal,Mike,R,R,PHI",0.485,7932,8424,-492,233,=,-2,"Lieberthal,Mike,R,R,PHI"
573,"Billingsley,Chad,R,R,LAP",0.364,661,1156,-495,28,=,-18,"Billingsley,Chad,R,R,LAP"
574,"Bergmann,Jason,R,R,WAS,",0.037,20,517,-497,11,=,-45,"Bergmann,Jason,R,R,WAS,"
575,"Snow,J.T.,L,L,BOS,1B",0.380,787,1285,-498,53,=,-9,"Snow,J.T.,L,L,BOS,1B"
576,"Nieve,Fernando,R,R,HOU,",0.278,313,814,-501,23,=,-22,"Nieve,Fernando,R,R,HOU,"
577,"Burke,Chris,R,R,HOU,SS",0.492,15185,15694,-509,431,=,-1,"Burke,Chris,R,R,HOU,SS"
578,"Rivera,Mike,R,R,MIL,C",0.473,4418,4929,-510,158,=,-3,"Rivera,Mike,R,R,MIL,C"
579,"Villarreal,Oscar,L,R,ATP",0.000,0,511,-511,9,=,-57,"Villarreal,Oscar,L,R,ATP"
580,"Hannahan,Jack,L,R,DET,3",0.000,0,512,-512,10,=,-51,"Hannahan,Jack,L,R,DET,3"
582,"Cormier,Lance,R,R,ATL,P",0.065,39,552,-513,14,=,-37,"Cormier,Lance,R,R,ATL,P"
583,"Hancock,Josh,R,R,SLN,P",0.028,15,535,-520,8,=,-65,"Hancock,Josh,R,R,SLN,P"
584,"Snyder,Chris,R,R,ARI,C",0.481,6573,7093,-520,213,=,-2,"Snyder,Chris,R,R,ARI,C"
585,"Moyer,Jamie,L,L,PHI,P",0.276,322,843,-521,25,=,-21,"Moyer,Jamie,L,L,PHI,P"
586,"Guzman,Angel,R,R,CHN,P",0.282,339,861,-523,16,=,-33,"Guzman,Angel,R,R,CHN,P"
587,"Nady,Xavier,R,R,NYN,OF",0.493,19331,19855,-524,522,=,-1,"Nady,Xavier,R,R,NYN,OF"
588,"Harper,Brandon,R,R,WAS,",0.401,1064,1589,-525,47,=,-11,"Harper,Brandon,R,R,WAS,"
589,"Orr,Peter,L,R,ATL,SS",0.475,5056,5583,-527,175,=,-3,"Orr,Peter,L,R,ATL,SS"
590,"Jackson,Zach,L,L,MIL,P",0.118,84,630,-545,13,=,-42,"Jackson,Zach,L,L,MIL,P"
593,"Tracy,Chad,L,R,ARI,3B",0.494,22060,22610,-550,673,=,-1,"Tracy,Chad,L,R,ARI,3B"
594,"Chacon,Shawn,R,R,NYA,P",0.191,170,720,-550,18,=,-31,"Chacon,Shawn,R,R,NYA,P"
595,"Day,Zach,R,R,COL,P",0.000,0,553,-553,14,=,-39,"Day,Zach,R,R,COL,P"
596,"Traber,Billy,L,L,WAS,P",0.171,147,713,-566,16,=,-35,"Traber,Billy,L,L,WAS,P"
597,"Alexander,Manny,R,R,SDNS",0.360,739,1313,-574,41,=,-14,"Alexander,Manny,R,R,SDNS"
598,"Zambrano,Carlos,B,R,CHN",0.442,2198,2775,-576,82,=,-7,"Zambrano,Carlos,B,R,CHN"
599,"Iannetta,Chris,R,R,COL,",0.462,3493,4072,-579,95,=,-6,"Iannetta,Chris,R,R,COL,"
600,"Montero,Miguel,L,R,ARI,",0.183,169,752,-583,17,=,-34,"Montero,Miguel,L,R,ARI,"
602,"Edwards,Mike,R,R,PIT,3B",0.233,256,842,-585,18,=,-33,"Edwards,Mike,R,R,PIT,3B"
603,"Thomson,John,R,R,ATL,P",0.373,865,1451,-586,32,=,-18,"Thomson,John,R,R,ATL,P"
604,"LeCroy,Matthew,R,R,WAS,",0.446,2444,3037,-592,83,=,-7,"LeCroy,Matthew,R,R,WAS,"
605,"Koronka,John,L,L,TEX,P",0.000,0,596,-596,6,=,-99,"Koronka,John,L,L,TEX,P"
606,"Wilson,Craig,R,R,NYA,OF",0.489,13480,14077,-597,400,=,-1,"Wilson,Craig,R,R,NYA,OF"
607,"Gonzalez,Edgar,R,R,ARI,",0.034,22,623,-601,13,=,-46,"Gonzalez,Edgar,R,R,ARI,"
608,"Zaun,Gregg,B,R,TOR,C",0.487,11225,11827,-602,344,=,-2,"Zaun,Gregg,B,R,TOR,C"
609,"Barfield,Josh,R,R,SDN,2",0.493,20517,21123,-606,606,=,-1,"Barfield,Josh,R,R,SDN,2"
610,"Lidle,Cory,R,R,NYA,P",0.341,657,1271,-614,40,=,-15,"Lidle,Cory,R,R,NYA,P"
612,"Hirsh,Jason,R,R,HOU,P",0.000,0,618,-618,17,=,-36,"Hirsh,Jason,R,R,HOU,P"
613,"Guzman,Joel,R,R,LAN,OF",0.335,628,1249,-621,23,=,-27,"Guzman,Joel,R,R,LAN,OF"
614,"Borkowski,Dave,R,R,HOU,",0.000,0,621,-621,5,=,-124,"Borkowski,Dave,R,R,HOU,"
615,"Repko,Jason,R,R,LAN,OF",0.469,4686,5311,-626,165,=,-4,"Repko,Jason,R,R,LAN,OF"
616,"Robinson,Kerry,L,L,KCA,",0.435,2093,2723,-629,69,=,-9,"Robinson,Kerry,L,L,KCA,"
617,"Ramirez,Elizardo,L,R,CIP",0.306,502,1140,-638,30,=,-21,"Ramirez,Elizardo,L,R,CIP"
618,"Tomko,Brett,R,R,LAN,P",0.256,337,980,-644,31,=,-21,"Tomko,Brett,R,R,LAN,P"
619,"Blanco,Andres,B,R,KCA,S",0.432,2101,2759,-658,97,=,-7,"Blanco,Andres,B,R,KCA,S"
620,"Mateo,Juan,R,R,CHN,P",0.000,0,662,-662,14,=,-47,"Mateo,Juan,R,R,CHN,P"
622,"Terrero,Luis,R,R,BAL,OF",0.348,772,1447,-675,44,=,-15,"Terrero,Luis,R,R,BAL,OF"
623,"Watson,Brandon,L,R,CIN,",0.348,780,1464,-684,33,=,-21,"Watson,Brandon,L,R,CIN,"
624,"Crosby,Bubba,L,L,NYA,OF",0.415,1664,2349,-685,103,=,-7,"Crosby,Bubba,L,L,NYA,OF"
625,"Jimenez,D'Angelo,B,R,OA2B",0.436,2397,3095,-698,89,=,-8,"Jimenez,D'Angelo,B,R,OA2B"
626,"Williams,Dave,L,L,CIN,P",0.133,127,829,-701,24,=,-29,"Williams,Dave,L,L,CIN,P"
627,"Mackowiak,Rob,L,R,CHA,2",0.482,9417,10125,-708,303,=,-2,"Mackowiak,Rob,L,R,CHA,2"
628,"Wolf,Randy,L,L,PHI,P",0.178,195,905,-710,25,=,-28,"Wolf,Randy,L,L,PHI,P"
629,"Ledee,Ricky,L,L,LAN,OF",0.445,2894,3604,-710,93,=,-8,"Ledee,Ricky,L,L,LAN,OF"
630,"Marte,Andy,R,R,CLE,3B",0.472,5977,6690,-713,179,=,-4,"Marte,Andy,R,R,CLE,3B"
632,"Linden,Todd,B,R,SFN,OF",0.442,2758,3477,-719,91,=,-8,"Linden,Todd,B,R,SFN,OF"
633,"Chavez,Raul,R,R,BAL,C",0.285,478,1202,-723,29,=,-25,"Chavez,Raul,R,R,BAL,C"
634,"Phillips,Paul,R,R,KCA,C",0.416,1798,2525,-727,73,=,-10,"Phillips,Paul,R,R,KCA,C"
635,"Dorta,Melvin,R,R,WAS,SS",0.131,129,856,-727,22,=,-33,"Dorta,Melvin,R,R,WAS,SS"
636,"Matheny,Mike,R,R,SFN,C",0.462,4461,5189,-729,178,=,-4,"Matheny,Mike,R,R,SFN,C"
637,"Widger,Chris,R,R,BAL,C",0.439,2666,3403,-737,108,=,-7,"Widger,Chris,R,R,BAL,C"
638,"Tulowitzki,Troy,R,R,COLS",0.445,3029,3775,-746,112,=,-7,"Tulowitzki,Troy,R,R,COLS"
639,"McPherson,Dallas,L,R,AN3B",0.454,3719,4467,-748,122,=,-6,"McPherson,Dallas,L,R,AN3B"
640,"Shoppach,Kelly,R,R,CLE,",0.444,2990,3740,-750,121,=,-6,"Shoppach,Kelly,R,R,CLE,"
642,"Salazar,Jeff,L,L,COL,OF",0.396,1432,2185,-752,72,=,-10,"Salazar,Jeff,L,L,COL,OF"
643,"Taguchi,So,R,R,SLN,OF",0.482,10322,11082,-760,377,=,-2,"Taguchi,So,R,R,SLN,OF"
644,"Hunter,Torii,R,R,MIN,CF",0.492,22148,22908,-760,632,=,-1,"Hunter,Torii,R,R,MIN,CF"
645,"Maine,John,R,R,NYN,P",0.257,401,1162,-761,32,=,-24,"Maine,John,R,R,NYN,P"
646,"Wise,Dewayne,L,L,CIN,OF",0.321,692,1462,-770,40,=,-19,"Wise,Dewayne,L,L,CIN,OF"
647,"Andino,Robert,R,R,FLO,S",0.258,412,1183,-771,28,=,-28,"Andino,Robert,R,R,FLO,S"
648,"Kotsay,Mark,L,L,OAK,OF",0.490,18150,18925,-775,569,=,-1,"Kotsay,Mark,L,L,OAK,OF"
649,"Gorzelanny,Tom,L,L,PIT,",0.077,71,847,-776,21,=,-37,"Gorzelanny,Tom,L,L,PIT,"
650,"Ohka,Tomo,R,R,MIL,P",0.326,729,1508,-779,36,=,-22,"Ohka,Tomo,R,R,MIL,P"
652,"Harris,Willie,L,R,BOS,2",0.392,1425,2211,-787,62,=,-13,"Harris,Willie,L,R,BOS,2"
653,"Reed,Eric,L,L,FLO,CF",0.373,1175,1972,-797,56,=,-14,"Reed,Eric,L,L,FLO,CF"
654,"Betemit,Wilson,B,R,ATL,",0.487,14959,15757,-798,417,=,-2,"Betemit,Wilson,B,R,ATL,"
655,"Matsui,Hideki,L,R,NYA,O",0.468,5931,6731,-800,208,=,-4,"Matsui,Hideki,L,R,NYA,O"
656,"Park,Chan",0.379,1263,2065,-802,48,=,-17,"Park,Chan"
657,"Claussen,Brandon,R,L,CIP",0.152,176,981,-805,24,=,-34,"Claussen,Brandon,R,L,CIP"
658,"Rodriguez,John,L,L,SLN,",0.470,6375,7191,-816,216,=,-4,"Rodriguez,John,L,L,SLN,"
659,"Floyd,Cliff,L,R,NYN,OF",0.485,13302,14118,-817,388,=,-2,"Floyd,Cliff,L,R,NYN,OF"
660,"Hernandez,Anderson,B,R,N,S",0.362,1070,1890,-819,67,=,-12,"Hernandez,Anderson,B,R,N,S"
662,"Lamb,Mike,L,R,HOU,3B",0.486,14306,15126,-820,433,=,-2,"Lamb,Mike,L,R,HOU,3B"
663,"Lawton,Matt,L,R,SEA,OF",0.171,216,1044,-828,29,=,-29,"Lawton,Matt,L,R,SEA,OF"
664,"Soto,Geovany,R,R,CHN,C",0.160,195,1024,-829,26,=,-32,"Soto,Geovany,R,R,CHN,C"
665,"Thompson,Mike,R,R,SDN,P",0.179,234,1072,-838,29,=,-29,"Thompson,Mike,R,R,SDN,P"
666,"Madson,Ryan,L,R,PHI,P",0.315,718,1559,-842,38,=,-22,"Madson,Ryan,L,R,PHI,P"
667,"Niekro,Lance,R,R,SFN,1B",0.475,7873,8715,-842,213,=,-4,"Niekro,Lance,R,R,SFN,1B"
668,"Sosa,Jorge,R,R,ATL,P",0.294,603,1447,-844,32,=,-26,"Sosa,Jorge,R,R,ATL,P"
669,"Callaspo,Alberto,B,R,AR2B",0.359,1075,1922,-847,48,=,-18,"Callaspo,Alberto,B,R,AR2B"
670,"Green,Andy,R,R,ARI,2B",0.417,2126,2977,-851,102,=,-8,"Green,Andy,R,R,ARI,2B"
672,"Moehler,Brian,R,R,FLO,P",0.310,704,1565,-861,40,=,-22,"Moehler,Brian,R,R,FLO,P"
673,"Ramirez,Horacio,L,L,ATL",0.180,243,1105,-862,28,=,-31,"Ramirez,Horacio,L,L,ATL"
674,"Seo,Jae,R,R,LAN,P",0.090,96,967,-872,22,=,-40,"Seo,Jae,R,R,LAN,P"
675,"Olsen,Scott,L,L,FLO,P",0.387,1498,2372,-874,64,=,-14,"Olsen,Scott,L,L,FLO,P"
676,"Easley,Damion,R,R,ARI,2",0.467,6182,7069,-887,227,=,-4,"Easley,Damion,R,R,ARI,2"
677,"Ruiz,Carlos,R,R,PHI,C",0.436,3006,3893,-887,78,=,-11,"Ruiz,Carlos,R,R,PHI,C"
678,"Phillips,Brandon,R,R,CISS",0.490,21785,22675,-890,619,=,-1,"Phillips,Brandon,R,R,CISS"
679,"Sele,Aaron,R,R,LAN,P",0.243,421,1312,-890,35,=,-25,"Sele,Aaron,R,R,LAN,P"
680,"Ellison,Jason,R,R,SFN,C",0.412,2105,3004,-899,97,=,-9,"Ellison,Jason,R,R,SFN,C"
682,"Quintanilla,Omar,L,R,COSS",0.321,809,1711,-902,39,=,-23,"Quintanilla,Omar,L,R,COSS"
683,"Sandoval,Danny,B,R,PHI,",0.291,629,1535,-906,43,=,-21,"Sandoval,Danny,B,R,PHI,"
684,"Quentin,Carlos,R,R,ARI,",0.472,7583,8491,-908,194,=,-5,"Quentin,Carlos,R,R,ARI,"
685,"Hamels,Cole,L,L,PHI,P",0.289,621,1531,-910,53,=,-17,"Hamels,Cole,L,L,PHI,P"
686,"Maldonado,Carlos,R,R,PIC",0.054,55,970,-915,21,=,-44,"Maldonado,Carlos,R,R,PIC"
687,"Barnwell,Chris,R,R,MIL,",0.124,151,1067,-916,32,=,-29,"Barnwell,Chris,R,R,MIL,"
688,"Astacio,Pedro,R,R,WAS,P",0.199,305,1227,-922,34,=,-27,"Astacio,Pedro,R,R,WAS,P"
689,"Blake,Casey,R,R,CLE,OF",0.484,14625,15571,-947,468,=,-2,"Blake,Casey,R,R,CLE,OF"
690,"Clemens,Roger,R,R,HOU,P",0.199,314,1266,-952,38,=,-25,"Clemens,Roger,R,R,HOU,P"
692,"Johnson,Ben,R,R,SDN,OF",0.457,5069,6024,-955,139,=,-7,"Johnson,Ben,R,R,SDN,OF"
693,"Marquis,Jason,L,R,SLN,P",0.405,2050,3011,-961,85,=,-11,"Marquis,Jason,L,R,SLN,P"
694,"Schumaker,Skip,L,R,SLN,",0.369,1358,2322,-963,63,=,-15,"Schumaker,Skip,L,R,SLN,"
695,"Sanders,Reggie,R,R,KCA,",0.483,13429,14393,-964,374,=,-3,"Sanders,Reggie,R,R,KCA,"
696,"Cepicky,Matthew,L,R,FLOF",0.107,131,1098,-967,19,=,-51,"Cepicky,Matthew,L,R,FLOF"
697,"Floyd,Gavin,R,R,PHI,P",0.030,31,998,-967,23,=,-42,"Floyd,Gavin,R,R,PHI,P"
698,"Weaver,Jeff,R,R,ANA,P",0.306,773,1750,-977,39,=,-25,"Weaver,Jeff,R,R,ANA,P"
699,"Miles,Aaron,B,R,SLN,2B",0.483,13748,14742,-994,477,=,-2,"Miles,Aaron,B,R,SLN,2B"
700,"Buchholz,Taylor,R,R,HOU",0.081,96,1094,-999,35,=,-29,"Buchholz,Taylor,R,R,HOU"
702,"Costa,Shane,L,R,KCA,OF",0.471,8227,9237,-1010,259,=,-4,"Costa,Shane,L,R,KCA,OF"
703,"Freeman,Choo,R,R,COL,OF",0.453,4900,5922,-1023,205,=,-5,"Freeman,Choo,R,R,COL,OF"
704,"Nixon,Trot,L,L,BOS,OF",0.483,14183,15210,-1027,461,=,-2,"Nixon,Trot,L,L,BOS,OF"
705,"Witt,Kevin,L,R,TBA,1B",0.399,2064,3107,-1043,61,=,-17,"Witt,Kevin,L,R,TBA,1B"
706,"Ojeda,Miguel,R,R,COL,C",0.436,3556,4605,-1049,97,=,-11,"Ojeda,Miguel,R,R,COL,C"
707,"Riggans,Shawn,R,R,TBA,C",0.226,432,1483,-1051,33,=,-32,"Riggans,Shawn,R,R,TBA,C"
708,"Reyes,Anthony,R,R,SLN,P",0.145,215,1266,-1051,27,=,-39,"Reyes,Anthony,R,R,SLN,P"
709,"Davies,Kyle,R,R,ATL,P",0.085,108,1162,-1054,24,=,-44,"Davies,Kyle,R,R,ATL,P"
710,"Bautista,Jose,R,R,PIT,O",0.485,17451,18507,-1056,485,=,-2,"Bautista,Jose,R,R,PIT,O"
712,"Williams,Woody,R,R,SDN,",0.316,932,2015,-1083,62,=,-17,"Williams,Woody,R,R,SDN,"
713,"Nix,Laynce,L,L,MIL,OF",0.366,1483,2566,-1083,72,=,-15,"Nix,Laynce,L,L,MIL,OF"
714,"Crosby,Bobby,R,R,OAK,SS",0.480,13237,14321,-1084,410,=,-3,"Crosby,Bobby,R,R,OAK,SS"
715,"Encarnacion,Juan,R,R,SLOF",0.487,20428,21516,-1087,611,=,-2,"Encarnacion,Juan,R,R,SLOF"
716,"Hernandez,Ramon,R,R,BAL",0.488,21262,22352,-1090,568,=,-2,"Hernandez,Ramon,R,R,BAL"
717,"Kotchman,Casey,L,L,ANA,",0.415,2684,3778,-1093,89,=,-12,"Kotchman,Casey,L,L,ANA,"
718,"Green,Shawn,L,L,ARI,OF",0.487,20137,21240,-1104,600,=,-2,"Green,Shawn,L,L,ARI,OF"
719,"Jones,Adam,R,R,SEA,OF",0.393,2028,3132,-1104,80,=,-14,"Jones,Adam,R,R,SEA,OF"
720,"Perez,Odalis,L,L,KCA,P",0.064,82,1189,-1107,17,=,-65,"Perez,Odalis,L,L,KCA,P"
722,"Suppan,Jeff,R,R,SLN,P",0.364,1480,2591,-1111,71,=,-16,"Suppan,Jeff,R,R,SLN,P"
723,"Willis,Dontrelle,L,L,FLP",0.388,1924,3036,-1112,77,=,-14,"Willis,Dontrelle,L,L,FLP"
724,"McCracken,Quinton,B,R,C,OF",0.305,873,1986,-1113,60,=,-19,"McCracken,Quinton,B,R,C,OF"
725,"Bynum,Freddie,L,R,CHN,S",0.453,5347,6467,-1120,162,=,-7,"Bynum,Freddie,L,R,CHN,S"
726,"Ford,Lew,R,R,MIN,OF",0.463,7129,8252,-1123,270,=,-4,"Ford,Lew,R,R,MIN,OF"
727,"O'Connor,Michael,L,L,WAP",0.215,425,1556,-1131,33,=,-34,"O'Connor,Michael,L,L,WAP"
728,"Patterson,Corey,L,R,BALF",0.483,16776,17924,-1148,558,=,-2,"Patterson,Corey,L,R,BALF"
729,"Mientkiewicz,Doug,L,R,K,1B",0.475,10774,11923,-1150,366,=,-3,"Mientkiewicz,Doug,L,R,K,1B"
730,"Hendrickson,Mark,L,L,LAP",0.053,68,1218,-1150,23,=,-50,"Hendrickson,Mark,L,L,LAP"
732,"Keppinger,Jeff,R,R,KCA,",0.382,1922,3104,-1183,68,=,-17,"Keppinger,Jeff,R,R,KCA,"
733,"Nolasco,Ricky,R,R,FLO,P",0.232,514,1704,-1190,50,=,-24,"Nolasco,Ricky,R,R,FLO,P"
734,"Perez,Oliver,L,L,NYN,P",0.233,531,1744,-1213,42,=,-29,"Perez,Oliver,L,L,NYN,P"
735,"Taveras,Willy,R,R,HOU,O",0.484,18526,19747,-1221,640,=,-2,"Taveras,Willy,R,R,HOU,O"
736,"Ross,Cody,R,L,CIN,OF",0.470,9785,11018,-1233,303,=,-4,"Ross,Cody,R,L,CIN,OF"
737,"Byrnes,Eric,R,R,ARI,OF",0.486,21606,22868,-1262,638,=,-2,"Byrnes,Eric,R,R,ARI,OF"
738,"Bush,Dave,R,R,MIL,P",0.340,1363,2645,-1282,72,=,-18,"Bush,Dave,R,R,MIL,P"
739,"Thorman,Scott,L,R,ATL,1",0.426,3720,5009,-1289,135,=,-10,"Thorman,Scott,L,R,ATL,1"
740,"Petagine,Roberto,L,L,SE1B",0.305,1008,2298,-1291,32,=,-40,"Petagine,Roberto,L,L,SE1B"
741,"Olivo,Miguel,R,R,FLO,C",0.478,13927,15218,-1291,464,=,-3,"Olivo,Miguel,R,R,FLO,C"
742,"Brown,Adrian,B,R,TEX,OF",0.136,246,1560,-1314,42,=,-31,"Brown,Adrian,B,R,TEX,OF"
